"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65"
"consent_received.education.boy_edu_barrier.services_too_crowded",0,0,0,1,0,0,0,1,1,1,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0
"consent_received.education.boy_edu_barrier.insufficient_poorquality_staff",0,0,0,1,0,0,0,1,1,1,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0
"consent_received.education.boy_edu_barrier.school_not_adequate_infra",0,0,0,1,0,0,0,1,1,1,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0
"consent_received.education.boy_edu_barrier.school_not_adequate_material",0,0,0,1,0,0,0,1,1,1,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0
"consent_received.education.boy_edu_barrier.face_discrimination",0,0,0,1,0,0,0,1,1,1,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0
"consent_received.education.boy_edu_barrier.children_support_family",0,0,0,1,0,0,0,1,1,1,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0
"consent_received.education.boy_edu_barrier.parents_think_not_appropriate",0,0,0,1,0,0,0,1,1,1,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0
"consent_received.education.boy_edu_barrier.other",0,0,0,1,0,0,0,1,1,1,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0
"consent_received.education.boy_edu_barrier.dont_know",0,0,0,1,0,0,0,1,1,1,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0
"consent_received.education.boy_edu_barrier_other",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"consent_received.education.girl_prim_edu_barrier",1,2,2,3,2,2,2,3,1,2,3,3,2,2,2,2,2,3,3,2,2,2,3,2,1,1,2,3,2,2,2,2,2,2,2,2,2,2,3,2,2,3,2,1,2,2,2,3,2,2,2,2,2,2,1,2,1,1,1,2,1,1,2,2,1
"consent_received.education.girl_edu_barrier",1,1,1,3,1,1,1,2,1,1,2,2,1,1,1,1,1,2,2,1,1,1,3,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,2,1,1,3,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1
"consent_received.education.girl_edu_barrier.facillities_too_far",0,0,0,2,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"consent_received.education.girl_edu_barrier.safety_concerns_way_facilities",0,0,0,2,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"consent_received.education.girl_edu_barrier.services_too_expensive",0,0,0,2,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"consent_received.education.girl_edu_barrier.services_too_crowded",0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"consent_received.education.girl_edu_barrier.insufficient_poorquality_staff",0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"consent_received.education.girl_edu_barrier.school_not_adequate_infra",0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"consent_received.education.girl_edu_barrier.school_not_adequate_material",0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"consent_received.education.girl_edu_barrier.face_discrimination",0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"consent_received.education.girl_edu_barrier.children_support_family",0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"consent_received.education.girl_edu_barrier.parents_think_not_appropriate",0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"consent_received.education.girl_edu_barrier.other",0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"consent_received.education.girl_edu_barrier.dont_know",0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"consent_received.education.girl_edu_barrier_other",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"consent_received.education.boy_second_edu_barrier",1,2,2,2,2,1,2,3,2,2,3,1,2,1,2,2,2,3,2,1,2,2,2,2,2,2,2,3,2,2,2,2,2,1,3,2,2,2,1,2,2,1,2,1,1,2,2,2,2,1,2,2,2,2,1,3,1,2,2,3,1,2,2,3,1
"consent_received.education.boy_edu_barrier_1",1,1,1,2,1,1,1,2,1,1,2,1,1,1,1,1,2,3,1,1,2,1,2,1,1,1,1,4,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,2,1,2,1,1,1,3,1
"consent_received.education.boy_edu_barrier_1.facillities_too_far",0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,2,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0
"consent_received.education.boy_edu_barrier_1.safety_concerns_way_facilities",0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0
"consent_received.education.boy_edu_barrier_1.services_too_expensive",0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,2,0
"consent_received.education.boy_edu_barrier_1.services_too_crowded",0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0
"consent_received.education.boy_edu_barrier_1.insufficient_poorquality_staff",0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0
"consent_received.education.boy_edu_barrier_1.school_not_adequate_infra",0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,2,0
"consent_received.education.boy_edu_barrier_1.school_not_adequate_material",0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0
"consent_received.education.boy_edu_barrier_1.face_discrimination",0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0
"consent_received.education.boy_edu_barrier_1.children_support_family",0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0
"consent_received.education.boy_edu_barrier_1.parents_think_not_appropriate",0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0
"consent_received.education.boy_edu_barrier_1.other",0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0
"consent_received.education.boy_edu_barrier_1.dont_know",0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0
"consent_received.education.boy_edu_barrier_1_other",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"consent_received.education.girl_second_edu_barrier",2,2,1,3,3,3,2,3,2,1,3,2,2,2,3,2,2,2,2,2,3,2,2,2,1,2,2,3,2,3,2,2,2,1,3,3,2,2,3,1,2,2,2,1,2,2,1,2,2,1,2,2,2,1,1,3,1,2,2,3,1,1,2,2,1
"consent_received.education.girl_edu_barrier_1",1,1,1,2,2,2,1,2,1,1,3,1,1,1,3,1,2,3,1,1,2,1,3,1,1,1,1,3,1,2,1,1,1,1,2,2,1,1,2,1,1,2,1,1,3,1,1,2,1,1,1,1,1,1,1,2,1,2,1,2,1,1,1,1,1
"consent_received.education.girl_edu_barrier_1.facillities_too_far",0,0,0,1,1,1,0,1,0,0,2,0,0,0,1,0,1,2,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
"consent_received.education.girl_edu_barrier_1.safety_concerns_way_facilities",0,0,0,1,1,1,0,1,0,0,2,0,0,0,2,0,1,1,0,0,1,0,1,0,0,0,0,2,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
"consent_received.education.girl_edu_barrier_1.services_too_expensive",0,0,0,1,1,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
"consent_received.education.girl_edu_barrier_1.services_too_crowded",0,0,0,1,1,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
"consent_received.education.girl_edu_barrier_1.insufficient_poorquality_staff",0,0,0,1,1,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
"consent_received.education.girl_edu_barrier_1.school_not_adequate_infra",0,0,0,1,1,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
"consent_received.education.girl_edu_barrier_1.school_not_adequate_material",0,0,0,1,1,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
"consent_received.education.girl_edu_barrier_1.face_discrimination",0,0,0,1,1,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
"consent_received.education.girl_edu_barrier_1.children_support_family",0,0,0,1,1,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
"consent_received.education.girl_edu_barrier_1.parents_think_not_appropriate",0,0,0,1,1,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
"consent_received.education.girl_edu_barrier_1.other",0,0,0,1,1,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
"consent_received.education.girl_edu_barrier_1.dont_know",0,0,0,1,1,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
"consent_received.education.girl_edu_barrier_1_other",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"consent_received.education.child_rights",1,1,1,2,3,2,2,2,2,2,2,2,2,2,2,3,2,3,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,1,3,2,3,2,3,2,2,2,2,2,2,2,1,2,2,2,1,2,3,3,2
"consent_received.education.child_education",2,1,1,2,3,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,1,3,2,3,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,3,3,2
"consent_received.education.edu_aid_material",1,2,2,3,3,2,2,2,2,2,3,3,2,2,3,2,2,3,3,2,3,3,2,2,2,1,2,2,2,3,3,3,3,2,3,3,2,2,3,2,3,3,2,1,2,2,2,3,2,2,3,3,2,2,1,3,1,2,2,2,1,2,3,3,1
"consent_received.education.edu_aid_kind",1,2,2,2,2,1,1,1,1,1,3,2,1,1,2,1,1,2,2,1,2,2,1,1,2,1,1,1,1,2,2,2,2,1,2,2,1,1,2,1,2,3,1,1,1,1,1,2,1,2,3,2,1,1,1,2,1,2,1,1,1,1,3,2,1
"consent_received.education.edu_aid_kind.health_hygiene_kit",0,1,1,1,1,0,0,0,0,0,2,1,0,0,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,1,1,1,1,0,1,1,0,0,1,0,1,2,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0
"consent_received.education.edu_aid_kind.winterization_kit",0,1,1,1,1,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,1,1,1,1,0,1,1,0,0,1,0,1,2,0,0,0,0,0,1,0,1,2,1,0,0,0,1,0,1,0,0,0,0,1,1,0
"consent_received.education.edu_aid_kind.school_supply",0,1,1,1,1,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,1,1,1,1,0,1,1,0,0,1,0,1,2,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,1,0,0,0,0,2,1,0
"consent_received.education.edu_aid_kind.other",0,1,1,1,1,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,1,1,1,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,1,0,0,0,0,2,1,0
"consent_received.education.edu_aid_kind.none",0,1,1,1,1,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,1,1,1,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0
"consent_received.education.edu_aid_kind.dont_know",0,1,1,1,1,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,1,1,1,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0
"consent_received.education.edu_aid_kind_other",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1
"consent_received.child_protection.missing_child",2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,1,3,2,2,2,2,2,1,2,2,2,1,2,2,2,2
"consent_received.child_protection.boy_risk",2,1,1,6,5,9,3,4,5,5,5,6,2,7,3,5,4,5,3,3,6,5,6,4,2,4,8,7,4,4,2,2,4,6,4,8,8,6,6,2,9,5,2,1,5,2,3,6,2,2,3,5,5,2,2,7,1,3,4,4,1,3,6,8,2
"consent_received.child_protection.boy_risk.violence_home",1,1,1,1,1,2,1,1,1,1,2,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,2,2,1,1,1,1,1,1,2,1,1,1,2,1,1,2,2,0,1,1,2,2,1,1,1,2,1,1,1,2,0,1,1,1,1,1,1,1,1
"consent_received.child_protection.boy_risk.violence_community",1,1,1,2,1,2,1,2,1,1,1,2,1,1,2,2,1,1,1,1,2,1,2,1,1,2,2,2,1,1,1,1,2,1,1,1,1,1,2,1,2,1,1,0,2,1,1,1,1,1,1,2,2,1,1,2,0,1,1,1,1,1,2,2,1
"consent_received.child_protection.boy_risk.child_labour",1,1,1,2,2,2,1,2,2,2,1,2,1,2,1,2,2,1,1,1,1,1,2,1,1,1,2,2,1,1,1,1,1,2,1,2,2,1,2,1,1,1,1,0,1,1,1,1,1,1,1,2,1,1,1,2,0,2,1,2,1,1,1,2,1
"consent_received.child_protection.boy_risk.child_marriage",1,1,1,2,2,1,1,1,2,1,1,2,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,2,1,2,2,1,2,1,1,0,2,1,1,1,1,1,1,2,1,1,1,1,0,1,1,1,1,1,1,2,1
"consent_received.child_protection.boy_risk.recruitment_armed_group",1,1,1,2,2,2,1,1,2,1,1,1,1,1,2,2,2,1,1,1,1,1,2,1,1,1,2,1,1,2,1,1,1,2,1,2,2,1,2,1,2,2,1,0,2,1,1,1,1,1,1,2,1,1,1,2,0,1,1,2,1,1,1,2,1
"consent_received.child_protection.boy_risk.kidnapping",1,1,1,2,2,2,1,1,1,1,2,2,1,2,1,1,2,1,1,1,2,2,1,2,1,1,2,1,1,1,1,1,2,1,2,2,2,2,1,1,2,2,1,0,2,1,2,2,1,1,2,2,1,1,1,2,0,2,1,2,1,2,2,1,1
"consent_received.child_protection.boy_risk.detention",1,1,1,1,1,2,1,1,2,2,1,2,1,2,2,2,2,2,2,1,2,2,2,2,1,1,2,2,1,2,1,1,2,1,2,2,1,1,2,1,2,2,1,0,2,1,2,1,1,2,2,2,2,1,1,1,0,2,2,1,1,2,1,1,1
"consent_received.child_protection.boy_risk.sexual_abuse",1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,0,1,1,1,1,1,1,1,2,1,1,1,1,0,1,1,1,1,1,1,2,1
"consent_received.child_protection.boy_risk.psychological_trauma",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,2,0,1,1,1,1,1,2,1,1,1,1,1,1,0,1,2,2,1,1,1,1,1
"consent_received.child_protection.boy_risk.no_registration_newborn",2,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,2,1,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
"consent_received.child_protection.boy_risk.natural_hazards",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,2,2,1,1,2,2,2,1,1,1,1,1,1,1,2,1,1,1,2,1,1,0,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,1,2,1,1
"consent_received.child_protection.boy_risk.dntknow_no_answer",1,1,1,1,2,2,1,2,2,1,2,1,1,1,2,2,1,2,2,1,1,1,1,2,1,2,1,2,2,2,1,1,1,2,2,1,2,1,1,1,1,2,2,0,1,1,2,1,1,2,2,1,2,1,1,1,0,1,2,1,1,2,2,2,1
"consent_received.child_protection.boy_risk.other",1,1,1,2,1,1,1,2,1,1,2,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
"consent_received.child_protection.boy_risk_other",1,1,1,2,1,1,1,2,1,1,2,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,4,1,1,1,1,1,1,2,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1
"consent_received.child_protection.girl_risk",2,2,2,4,4,8,5,2,5,5,4,8,2,6,4,4,4,5,3,3,3,5,5,3,2,2,8,8,5,3,2,3,7,4,3,5,8,5,6,3,7,5,2,1,4,2,2,6,3,2,8,4,6,2,2,6,1,3,4,4,1,3,7,6,2
"consent_received.child_protection.girl_risk.violence_home",1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,0,1,1,1,2,1,1,1,2,1,1,1,1,0,1,1,1,1,1,1,1,1
"consent_received.child_protection.girl_risk.violence_community",1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,2,1,1,1,1,2,0,2,1,1,1,1,2,1,1
"consent_received.child_protection.girl_risk.child_labour",1,1,1,1,2,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
"consent_received.child_protection.girl_risk.child_marriage",1,1,2,2,2,2,1,2,1,1,1,2,1,1,2,2,2,2,1,2,1,1,2,1,1,2,1,2,2,1,1,2,2,1,1,2,2,1,2,1,2,2,1,0,1,1,1,1,2,2,2,1,2,1,1,1,0,1,2,2,1,1,1,2,1
"consent_received.child_protection.girl_risk.recruitment_armed_group",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,2,1,1,1,1,0,1,1,1,2,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
"consent_received.child_protection.girl_risk.kidnapping",2,2,1,2,2,2,2,1,2,2,1,2,1,2,2,1,2,1,2,1,1,2,2,2,1,1,2,1,1,1,1,1,1,1,2,2,2,2,2,1,2,2,1,0,2,1,1,2,1,1,2,1,2,1,1,2,0,2,2,1,1,2,2,2,1
